"age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","euribor3m","new_pdays","emp_var_rate","cons_price_idx","cons_conf_idx","nr_employed","subscribe"
33,"blue collar","married","high school","no","no","no","cellular","apr","mon",2,2,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
41,"self employed","married","university degree","no","yes","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
45,"services","married","professional course","no","yes","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
29,"services","divorced","high school","no","no","yes","telephone","may","mon",2.12250267218545,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
39,"unemployed","married","university degree","no","no","no","telephone","jun","tue",2,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
35,"admin","married","high school","no","yes","yes","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
33,"technician","single","university degree","no","yes","no","cellular","apr","thu",2,0,"non existent",1.435,0,-1.8,93.075,-47.1,5099.1,"0"
27,"unemployed","single","university degree","no","no","no","telephone","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
32,"blue collar","married","basic 9y","no","no","no","cellular","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
45,"blue collar","married","basic 9y","no","no","no","telephone","jun","thu",1.16541012788482,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
36,"blue collar","married","basic 9y","no","yes","no","telephone","may","thu",3,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
41,"services","single","high school","no","yes","no","cellular","may","thu",3,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
40,"blue collar","married","basic 6y","no","no","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
42,"management","married","university degree","no","no","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
31,"admin","single","university degree","no","yes","no","cellular","aug","wed",2,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
32,"blue collar","divorced","basic 9y","no","no","no","telephone","may","mon",1,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
32,"technician","married","professional course","no","no","no","cellular","aug","wed",4,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
27,"blue collar","married","high school","no","no","no","cellular","may","thu",5,1,"failure",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
35,"blue collar","married","basic 4y","no","no","no","telephone","jun","thu",1,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
41,"admin","married","university degree","no","yes","yes","telephone","may","mon",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
45,"admin","married","university degree","no","no","yes","cellular","jul","thu",1,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
45,"admin","married","university degree","no","no","no","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
44,"admin","married","high school","no","no","no","cellular","aug","fri",4,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
51,"technician","married","professional course","no","no","no","cellular","aug","wed",4.99665094270838,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
50,"unemployed","married","professional course","no","no","no","cellular","jul","thu",3,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
41,"blue collar","married","basic 4y","no","no","no","cellular","nov","thu",1,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
29,"admin","married","basic 9y","no","yes","no","telephone","jun","thu",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
44,"management","married","basic 9y","no","no","no","cellular","may","tue",1,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
30,"blue collar","married","professional course","no","no","no","cellular","may","fri",4,1,"failure",1.25,0,-1.8,92.893,-46.2,5099.1,"1"
39,"housemaid","married","basic 4y","no","yes","yes","cellular","aug","fri",2,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
39,"management","married","university degree","no","yes","no","telephone","jun","fri",1,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
50,"blue collar","married","basic 4y","no","no","no","telephone","jun","tue",3,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
43,"blue collar","married","basic 9y","no","yes","no","telephone","jun","fri",1,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
36,"blue collar","married","basic 9y","no","no","no","telephone","may","tue",1,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
59.8207700443084,"retired","divorced","high school","no","yes","no","cellular","oct","thu",1,0,"non existent",0.722,0,-3.4,92.431,-45.7227330271181,5017.5,"1"
36,"admin","married","high school","no","yes","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
29,"blue collar","married","basic 9y","no","yes","no","cellular","jul","mon",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
48,"blue collar","married","basic 6y","no","yes","no","cellular","jul","mon",5,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
51,"admin","married","high school","no","no","no","cellular","may","tue",4,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
30,"admin","single","high school","no","no","no","cellular","sep","fri",3,1,"success",0.883,6,-1.1,94.199,-37.5,4963.6,"1"
24,"technician","single","professional course","no","yes","no","cellular","may","wed",2,0,"non existent",1.27,0,-1.8,92.893,-46.2,5099.1,"1"
47,"admin","divorced","high school","no","no","no","cellular","aug","tue",6,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
36,"blue collar","married","basic 9y","no","no","no","telephone","jul","thu",1,0,"non existent",4.966,0,1.4,93.918,-42.7,5228.1,"0"
37,"admin","married","high school","no","yes","no","telephone","may","wed",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
31,"blue collar","married","basic 9y","no","yes","no","cellular","may","mon",1,1,"failure",1.299,0,-1.8,92.893,-46.2,5099.1,"1"
34,"entrepreneur","married","university degree","no","yes","no","cellular","aug","mon",2,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
69,"retired","married","basic 4y","no","no","no","cellular","sep","mon",3,1,"success",0.879,6,-1.1,94.199,-37.5,4963.6,"0"
42,"admin","married","university degree","no","no","no","cellular","nov","mon",2,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
34,"blue collar","married","basic 6y","no","no","no","cellular","jul","wed",3,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"1"
48,"blue collar","married","basic 9y","no","yes","no","cellular","may","fri",1,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
41,"blue collar","married","basic 6y","no","yes","yes","telephone","may","tue",4,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
59,"blue collar","married","basic 4y","no","no","no","cellular","aug","wed",4,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
50,"admin","married","high school","no","yes","no","telephone","nov","fri",2,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
36,"admin","married","high school","no","yes","yes","cellular","may","mon",1,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
38,"blue collar","married","basic 9y","no","yes","no","telephone","may","fri",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
44,"blue collar","married","basic 9y","no","no","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
35,"services","single","high school","no","no","no","telephone","may","wed",2,0,"non existent",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
30,"admin","divorced","university degree","no","yes","no","cellular","aug","fri",2.62359956446008,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
32,"admin","married","high school","no","yes","no","cellular","jul","thu",2,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
53,"management","single","professional course","no","no","no","cellular","jul","wed",5,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
36,"admin","single","university degree","no","yes","no","cellular","mar","mon",2,4,"failure",0.635,0,-1.8,93.369,-34.8,5008.7,"0"
61,"admin","married","university degree","no","yes","yes","cellular","apr","thu",5,0,"non existent",1.406,0,-1.8,93.075,-47.1,5099.1,"1"
51,"self employed","married","university degree","no","yes","yes","cellular","nov","thu",3,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
69,"retired","divorced","university degree","no","yes","no","cellular","apr","tue",2,0,"non existent",1.423,0,-1.8,93.075,-47.1,5099.1,"1"
30,"technician","single","university degree","no","yes","no","cellular","may","tue",1,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
33,"admin","married","university degree","no","no","no","cellular","aug","fri",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
53,"services","divorced","basic 9y","no","no","no","cellular","jul","fri",3,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
49,"blue collar","married","professional course","no","no","no","cellular","may","tue",1,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
35,"technician","married","professional course","no","yes","no","cellular","may","tue",1,1,"failure",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
40,"services","married","high school","no","yes","no","telephone","may","mon",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
42,"services","married","basic 9y","no","yes","no","cellular","may","wed",1,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
41,"self employed","divorced","university degree","no","no","no","cellular","nov","tue",1,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
31,"blue collar","married","basic 6y","no","no","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
40,"management","married","university degree","no","no","no","cellular","nov","fri",3,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
53,"management","married","university degree","no","yes","no","cellular","may","wed",2,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
53,"entrepreneur","divorced","university degree","no","yes","no","cellular","jul","wed",5,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
48,"entrepreneur","married","university degree","no","yes","no","cellular","apr","thu",3,0,"non existent",1.365,0,-1.8,93.075,-47.1,5099.1,"0"
32,"blue collar","single","basic 9y","no","no","no","cellular","jul","fri",1,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
27,"blue collar","married","basic 9y","no","yes","yes","cellular","jul","mon",3,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
51,"housemaid","married","basic 4y","no","yes","no","cellular","jul","fri",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
39,"unemployed","married","university degree","no","no","no","telephone","jun","fri",1,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
28,"student","single","basic 9y","no","yes","no","cellular","mar","tue",1,0,"non existent",1.799,0,-1.8,92.843,-50,5099.1,"1"
31,"blue collar","married","basic 4y","no","yes","no","telephone","may","wed",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
58,"admin","married","university degree","no","no","no","cellular","sep","thu",4,1,"success",0.878,6,-1.1,94.199,-37.5,4963.6,"1"
54,"housemaid","divorced","basic 4y","no","no","no","telephone","may","wed",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
45,"admin","divorced","university degree","no","yes","no","cellular","aug","mon",5,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
36,"blue collar","married","basic 9y","no","yes","no","cellular","may","thu",1,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
55,"admin","married","university degree","no","no","no","telephone","may","mon",1.78021482194177,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
51,"blue collar","married","basic 9y","no","yes","no","cellular","nov","wed",2,1,"failure",4.12,0,-0.1,93.2,-42,5195.8,"0"
27,"blue collar","single","high school","no","yes","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
41,"blue collar","divorced","basic 6y","no","no","no","cellular","jul","fri",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
40,"self employed","married","university degree","no","no","no","cellular","aug","fri",2,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
28,"technician","single","professional course","no","no","no","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
57,"blue collar","married","basic 4y","no","no","no","cellular","may","tue",2,1,"failure",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
37,"admin","married","university degree","no","no","no","telephone","jul","mon",5,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"1"
58,"housemaid","married","basic 4y","no","no","no","cellular","aug","wed",3,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
34,"technician","married","professional course","no","no","no","cellular","aug","mon",2,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
28,"technician","single","university degree","no","yes","no","telephone","may","thu",1,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
57,"self employed","married","university degree","no","no","no","cellular","jul","thu",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
37,"services","divorced","high school","no","yes","yes","cellular","apr","mon",1,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
37,"technician","married","professional course","no","yes","no","telephone","may","fri",3,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
35,"admin","married","high school","no","no","no","telephone","may","fri",2,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
42,"services","married","high school","no","no","yes","telephone","jun","tue",3,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
30,"student","single","high school","no","no","no","cellular","mar","fri",5,2,"failure",1.64,10,-1.8,92.843,-50,5099.1,"1"
25,"technician","single","professional course","no","yes","no","cellular","nov","fri",2,1,"success",1.04,19,-1.1,94.767,-50.8,4963.6,"1"
36,"admin","married","university degree","no","no","yes","telephone","may","thu",2,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
49,"blue collar","married","basic 9y","no","no","no","telephone","may","fri",3,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
52,"admin","married","high school","no","no","no","cellular","nov","fri",1,1,"failure",4.021,0,-0.1,93.2,-42,5195.8,"0"
31,"self employed","divorced","university degree","no","yes","no","cellular","jul","thu",1,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
26,"unemployed","single","university degree","no","yes","no","cellular","aug","thu",1,3,"success",0.904,3,-1.7,94.027,-38.3,4991.6,"1"
56,"admin","married","high school","no","no","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
37,"entrepreneur","married","university degree","no","yes","no","telephone","nov","fri",2,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
32,"admin","single","university degree","no","no","no","cellular","aug","tue",3,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
36,"blue collar","married","basic 9y","no","yes","no","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
36,"admin","married","high school","no","yes","no","cellular","aug","fri",0.300883410402339,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
26,"blue collar","married","basic 9y","no","no","no","telephone","jun","mon",3,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"1"
48,"blue collar","married","basic 9y","no","no","no","cellular","may","thu",1,1,"failure",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
57,"blue collar","married","basic 4y","no","yes","no","telephone","may","thu",1,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
45,"blue collar","married","basic 9y","no","yes","no","cellular","mar","tue",1,0,"non existent",1.51,0,-1.8,92.843,-50,5099.1,"0"
46,"technician","married","university degree","no","yes","no","telephone","may","fri",4,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
38,"blue collar","married","basic 6y","no","yes","no","telephone","jun","wed",1,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
24,"self employed","single","university degree","no","yes","no","telephone","jun","wed",1,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
38,"technician","single","professional course","no","yes","no","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
60,"retired","married","university degree","no","yes","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
44,"services","divorced","basic 6y","no","yes","no","cellular","aug","wed",3,1,"success",0.9,0,-1.7,94.027,-38.3,4991.6,"1"
32,"blue collar","married","basic 9y","no","no","no","telephone","jul","tue",5,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
38,"blue collar","married","high school","no","no","no","cellular","jul","fri",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
45,"admin","married","high school","no","no","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
44,"blue collar","single","basic 4y","no","yes","no","telephone","jun","tue",1,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
44,"blue collar","married","basic 6y","no","yes","no","cellular","may","thu",1,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
31,"admin","single","university degree","no","no","no","telephone","may","fri",2,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
32,"blue collar","married","basic 6y","no","no","no","telephone","jun","mon",2,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
45,"admin","married","university degree","no","no","no","telephone","may","fri",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
40,"technician","married","high school","no","yes","no","cellular","may","tue",1,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
45,"blue collar","married","professional course","no","no","no","cellular","aug","thu",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
44,"technician","married","professional course","no","no","no","telephone","jun","thu",1,0,"non existent",4.958,0,1.4,94.465,-41.8,5228.1,"0"
43,"admin","single","high school","no","no","no","cellular","nov","wed",1,1,"failure",4.12,0,-0.1,93.2,-42,5195.8,"1"
25,"student","single","high school","no","no","no","telephone","may","fri",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
47,"admin","married","university degree","no","no","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
39,"admin","married","high school","no","yes","no","telephone","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","married","university degree","no","yes","no","telephone","may","wed",2,0,"non existent",1.27,0,-1.8,92.893,-46.2,5099.1,"0"
41,"technician","married","basic 9y","no","no","no","telephone","may","mon",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
58,"retired","married","basic 4y","no","yes","no","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
42,"services","married","professional course","no","yes","no","telephone","may","fri",1,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
50,"entrepreneur","married","basic 4y","no","yes","no","cellular","jul","mon",3,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
42,"management","married","university degree","no","yes","yes","telephone","may","fri",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
53,"blue collar","married","basic 4y","no","yes","no","telephone","aug","tue",4,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"1"
54,"housemaid","divorced","university degree","no","yes","yes","cellular","nov","thu",1,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"1"
31,"admin","married","high school","no","no","yes","cellular","aug","mon",2,1,"success",0.884,4,-2.9,92.201,-31.4,5076.2,"1"
50,"housemaid","married","basic 9y","no","yes","yes","telephone","may","wed",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
48,"self employed","divorced","high school","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
30,"technician","single","university degree","no","no","yes","cellular","aug","mon",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
43,"technician","married","professional course","no","no","no","telephone","jun","thu",2,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
36,"blue collar","married","basic 9y","no","no","yes","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
37,"services","married","high school","no","no","yes","cellular","jul","mon",5,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
55,"admin","married","university degree","no","yes","no","telephone","mar","thu",2.50467695415556,0,"non existent",0.654,0,-1.8,93.369,-34.8,5008.7,"0"
47,"management","married","basic 9y","no","no","no","telephone","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
54,"technician","married","professional course","no","yes","no","cellular","apr","mon",2,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
26,"management","single","university degree","no","no","no","cellular","sep","fri",2,0,"non existent",0.803,0,-3.4,92.379,-29.8,5017.5,"0"
27,"admin","single","professional course","no","yes","no","cellular","jul","tue",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
32,"admin","single","university degree","no","yes","no","cellular","aug","mon",3,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
43,"housemaid","married","basic 4y","no","yes","no","cellular","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
26,"management","single","university degree","no","no","no","cellular","mar","thu",1,0,"non existent",1.65,0,-1.8,92.843,-50,5099.1,"1"
32,"services","married","high school","no","yes","yes","telephone","may","wed",2,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
32,"blue collar","married","basic 6y","no","yes","no","telephone","may","fri",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
28,"blue collar","married","basic 9y","no","no","yes","telephone","jun","fri",5,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
33,"self employed","single","university degree","no","yes","no","telephone","jun","thu",3,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
33,"technician","single","professional course","no","yes","no","cellular","may","wed",2,2,"failure",1.334,0,-1.8,92.893,-46.2,5099.1,"1"
42,"technician","married","professional course","no","yes","no","cellular","aug","wed",1,0,"non existent",0.879,0,-2.9,92.201,-31.4,5076.2,"0"
53,"services","married","basic 9y","no","yes","no","cellular","aug","mon",2,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
65.3655606787893,"retired","married","basic 4y","no","yes","no","cellular","aug","thu",1,0,"non existent",0.883,0,-2.9,92.201,-31.4,5076.2,"0"
47,"management","married","university degree","no","yes","no","cellular","aug","thu",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
43,"blue collar","married","high school","no","yes","no","cellular","nov","mon",2,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
51,"blue collar","married","basic 4y","no","yes","no","telephone","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
34,"housemaid","married","university degree","no","yes","no","cellular","may","tue",1,0,"non existent",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
57,"retired","married","basic 4y","no","yes","no","telephone","may","thu",0.137887803338201,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
30,"admin","single","professional course","no","yes","no","cellular","jun","thu",1,1,"success",1.26,7,-2.9,92.963,-40.8,5076.2,"1"
41,"technician","single","university degree","no","yes","yes","cellular","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
36,"blue collar","married","basic 4y","no","yes","yes","telephone","may","wed",3,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
37,"admin","married","university degree","no","yes","no","cellular","aug","mon",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
28,"student","single","university degree","no","yes","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
31,"management","single","university degree","no","yes","no","cellular","nov","wed",2,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"1"
58,"retired","married","basic 4y","no","no","no","cellular","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
54,"admin","married","high school","no","yes","no","telephone","jun","mon",0.360977736417827,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"0"
48,"unemployed","married","professional course","no","no","no","telephone","may","wed",1,1,"success",0.682,6,-1.8,93.876,-40,5008.7,"1"
50,"blue collar","single","basic 9y","no","yes","yes","telephone","may","thu",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
38,"technician","single","university degree","no","yes","no","telephone","may","tue",1.90082009248211,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
25,"student","single","illiterate","no","no","no","cellular","jun","mon",3,0,"non existent",1.281,0,-2.9,92.963,-40.8,5076.2,"1"
37,"admin","married","high school","no","no","no","cellular","may","fri",5,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
31,"technician","single","university degree","no","no","yes","cellular","aug","tue",6,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
28,"admin","single","university degree","no","no","no","cellular","jun","mon",1,0,"non existent",1.26,0,-2.9,92.963,-40.8,5076.2,"0"
46,"technician","married","professional course","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
31,"blue collar","married","basic 6y","no","yes","yes","telephone","jun","tue",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
31,"management","married","high school","no","yes","yes","telephone","jun","tue",2,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
30,"admin","single","university degree","no","yes","no","cellular","jul","thu",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
35,"admin","single","university degree","no","yes","no","cellular","nov","thu",2,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
30,"technician","married","university degree","no","yes","no","telephone","may","tue",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"1"
36,"blue collar","married","basic 9y","no","yes","no","telephone","jun","tue",3,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
34,"admin","married","university degree","no","no","no","telephone","may","thu",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
32,"technician","married","professional course","no","no","yes","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
43,"management","married","university degree","no","no","no","cellular","nov","wed",2,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
57,"blue collar","married","basic 4y","no","no","no","telephone","jun","fri",4,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
41,"unemployed","divorced","professional course","no","no","no","cellular","aug","tue",3,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
34,"blue collar","married","basic 4y","no","no","yes","telephone","jun","tue",2,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
32,"technician","married","professional course","no","no","no","cellular","apr","mon",2,0,"non existent",0.645,0,-1.8,93.749,-34.6,5008.7,"1"
33,"admin","single","professional course","no","yes","no","cellular","may","mon",1,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"1"
46,"management","single","university degree","no","yes","no","cellular","jul","mon",1,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
52.6424249482311,"retired","married","basic 4y","no","no","no","cellular","mar","fri",3,4,"success",0.649,6,-1.8,93.369,-34.8,5008.7,"1"
